occ_code,occ_title,emp_2024,emp_2034,pct_change,annual_openings,labor_force_exits,occupational_transfers,total_separations,g_baseline,oews_occ_title,oews_emp,oews_a_mean,oews_h_mean,oews_a_median,oews_h_median,oews_a_pct10,oews_a_pct25,oews_a_pct75,oews_a_pct90,oews_oews_year
41-3021,      Insurance sales agents,568.8,589.8,3.7,47.0,20.7,24.2,7.7,0.00363204172517273,Insurance Sales Agents,469480.0,81510.0,39.19,60370.0,29.02,36390.0,45520.0,91150.0,135660.0,2024
41-3031,"      Securities, commodities, and financial services sales agents",514.5,531.6,3.3,38.1,13.4,23.1,7.0,0.0032749280540245174,"Securities, Commodities, and Financial Services Sales Agents",472300.0,110400.0,53.08,78140.0,37.57,47080.0,51600.0,129480.0,215210.0,2024
41-3041,      Travel agents,65.7,67.2,2.2,7.1,3.1,3.8,10.5,0.002259982122326365,Travel Agents,59150.0,52690.0,25.33,48450.0,23.29,33280.0,38760.0,60880.0,74160.0,2024
41-3091,"      Sales representatives of services, except advertising, insurance, financial services, and travel",1226.7,1264.7,3.1,123.0,37.3,81.9,9.6,0.003055388498137246,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",1189330.0,81260.0,39.07,66260.0,31.86,36930.0,47120.0,98780.0,142040.0,2024
41-4000,"    Sales representatives, wholesale and manufacturing",1613.6,1623.8,0.6,142.1,55.0,86.0,8.7,0.0006303359571009359,"Sales Representatives, Wholesale and Manufacturing",1560790.0,87690.0,42.16,74100.0,35.63,38910.0,50820.0,103200.0,155930.0,2024
41-4011,"      Sales representatives, wholesale and manufacturing, technical and scientific products",303.2,308.9,1.9,27.2,10.4,16.3,8.7,0.0018642301360272118,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",293930.0,114520.0,55.06,100070.0,48.11,48840.0,65640.0,146150.0,194890.0,2024
41-4012,"      Sales representatives, wholesale and manufacturing, except technical and scientific products",1310.5,1314.9,0.3,114.8,44.6,69.8,8.7,0.0003352435144923227,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",1266860.0,81470.0,39.17,66780.0,32.11,37860.0,49040.0,97570.0,134470.0,2024
41-9000,    Other sales and related workers,890.1,896.6,0.7,91.6,47.5,43.4,10.2,0.0007278663418825992,Other Sales and Related Workers,537090.0,68850.0,33.1,49720.0,23.91,29840.0,36300.0,83020.0,130790.0,2024
41-9010,"      Models, demonstrators, and product promoters",85.9,85.7,-0.2,15.2,8.9,6.2,17.7,-0.00023307317287446505,"Models, Demonstrators, and Product Promoters",70120.0,46610.0,22.41,38760.0,18.64,30920.0,34200.0,52790.0,66460.0,2024
41-9011,        Demonstrators and product promoters,79.2,79.1,-0.1,14.0,8.2,5.8,17.7,-0.00012633442381171367,Demonstrators and Product Promoters,64770.0,43730.0,21.03,37960.0,18.25,30910.0,33860.0,50100.0,60320.0,2024
41-9012,        Models,6.7,6.7,-0.5,1.2,0.7,0.5,17.7,0.0,Models,5350.0,81540.0,39.2,89990.0,43.26,38010.0,45760.0,89990.0,124380.0,2024
41-9020,      Real estate brokers and sales agents,532.2,548.7,3.1,46.3,25.9,18.7,8.3,0.0030579144630147326,Real Estate Brokers and Sales Agents,240190.0,75240.0,36.17,58960.0,28.35,33280.0,40180.0,92540.0,134140.0,2024
41-9021,        Real estate brokers,111.3,115.0,3.3,9.7,5.4,3.9,8.3,0.003275640230667065,Real Estate Brokers,49590.0,91660.0,44.07,72280.0,34.75,36920.0,48200.0,114220.0,166730.0,2024
41-9022,        Real estate sales agents,420.9,433.7,3.1,36.6,20.5,14.8,8.3,0.003000269332297245,Real Estate Sales Agents,190600.0,70970.0,34.12,56320.0,27.08,31940.0,38940.0,85440.0,125140.0,2024
41-9031,      Sales engineers,56.8,59.9,5.5,5.0,1.4,3.3,8.0,0.005328162376258216,Sales Engineers,56690.0,130410.0,62.7,121520.0,58.42,70580.0,90690.0,159200.0,202670.0,2024
41-9041,      Telemarketers,67.4,52.5,-22.1,6.5,3.1,4.9,13.3,-0.024673687833825952,Telemarketers,66430.0,36340.0,17.47,34410.0,16.54,24620.0,29120.0,38640.0,48930.0,2024
41-9090,      Miscellaneous sales and related workers,147.8,149.8,1.3,18.7,8.2,10.3,12.4,0.0013450099725680342,Miscellaneous Sales and Related Workers,103660.0,56270.0,27.05,46000.0,22.11,27960.0,34530.0,65330.0,94920.0,2024
41-9091,"        Door-to-door sales workers, news and street vendors, and related workers",25.3,22.8,-10.0,2.7,1.5,1.4,12.2,-0.010350447580902977,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",4590.0,39890.0,19.18,34530.0,16.6,23440.0,31200.0,42970.0,55970.0,2024
41-9099,"        Sales and related workers, all other",122.6,127.1,3.7,16.0,6.6,8.9,12.5,0.003611220269773563,"Sales and Related Workers, All Other",99070.0,57030.0,27.42,46370.0,22.29,28060.0,35040.0,66240.0,95850.0,2024
43-0000,  Office and administrative support occupations,19325.2,18563.3,-3.9,1996.8,981.5,1091.4,10.9,-0.004014264256842814,Office and Administrative Support Occupations,18218070.0,50160.0,24.12,46320.0,22.27,31800.0,37580.0,58730.0,74480.0,2024
43-1000,    Supervisors of office and administrative support workers,1558.4,1554.4,-0.3,144.5,63.0,81.9,9.3,-0.00025697045993811063,Supervisors of Office and Administrative Support Workers,1495580.0,71560.0,34.4,66140.0,31.8,43920.0,53190.0,82340.0,102980.0,2024
43-1011,      First-line supervisors of office and administrative support workers,1558.4,1554.4,-0.3,144.5,63.0,81.9,9.3,-0.00025697045993811063,First-Line Supervisors of Office and Administrative Support Workers,1495580.0,71560.0,34.4,66140.0,31.8,43920.0,53190.0,82340.0,102980.0,2024
43-2000,    Communications equipment operators,42.1,31.4,-25.4,3.2,2.1,2.2,11.6,-0.02889820870299964,Communications Equipment Operators,41070.0,42670.0,20.52,38600.0,18.56,29990.0,34600.0,47360.0,61580.0,2024
43-2011,"      Switchboard operators, including answering service",36.6,27.0,-26.3,2.8,1.8,1.9,11.7,-0.02996307135398979,"Switchboard Operators, Including Answering Service",35730.0,42130.0,20.26,38370.0,18.45,29820.0,34250.0,46330.0,60940.0,2024
43-2021,      Telephone operators,4.0,2.9,-27.5,0.3,0.2,0.2,11.6,-0.03164678081612149,Telephone Operators,3950.0,42880.0,20.62,39130.0,18.81,31440.0,35860.0,48530.0,57510.0,2024
43-2099,"      Communications equipment operators, all other",1.4,1.5,2.5,0.1,0.1,0.1,9.8,0.006923142059345189,"Communications Equipment Operators, All Other",1390.0,55890.0,26.87,49910.0,24.0,35980.0,44620.0,64310.0,89110.0,2024
43-3000,    Financial clerks,2833.6,2642.5,-6.7,278.6,155.4,142.4,10.9,-0.006957935620595546,Financial Clerks,2645000.0,50200.0,24.14,47370.0,22.77,34600.0,39390.0,58260.0,69820.0,2024
43-3011,      Bill and account collectors,166.9,149.4,-10.5,13.7,7.1,8.3,9.8,-0.011015634421091769,Bill and Account Collectors,165020.0,48370.0,23.25,46040.0,22.14,33960.0,38290.0,54990.0,65830.0,2024
43-3021,      Billing and posting clerks,429.8,427.9,-0.4,42.2,19.3,23.0,9.9,-0.00044294794814270233,Billing and Posting Clerks,417500.0,49490.0,23.8,47170.0,22.68,35760.0,40260.0,56350.0,64990.0,2024
43-3031,"      Bookkeeping, accounting, and auditing clerks",1613.4,1519.1,-5.8,170.0,100.7,78.6,11.5,-0.00600447060768905,"Bookkeeping, Accounting, and Auditing Clerks",1455770.0,52020.0,25.01,49210.0,23.66,34600.0,41390.0,60220.0,72660.0,2024
43-3041,      Gambling cage workers,14.1,13.4,-5.0,1.3,0.5,0.9,10.2,-0.005079066741436877,Gambling Cage Workers,13490.0,38600.0,18.56,36990.0,17.78,27940.0,31870.0,43840.0,49350.0,2024
43-3051,      Payroll and timekeeping clerks,161.1,134.2,-16.7,13.0,8.0,7.7,10.7,-0.018103532631874142,Payroll and Timekeeping Clerks,156950.0,56870.0,27.34,55290.0,26.58,36670.0,45440.0,65750.0,78830.0,2024
43-3061,      Procurement clerks,61.9,56.6,-8.7,4.6,1.9,3.3,8.7,-0.008911177442517904,Procurement Clerks,59900.0,50430.0,24.25,48510.0,23.32,36810.0,41240.0,57680.0,65890.0,2024
43-3071,      Tellers,347.4,302.5,-12.9,29.8,16.1,18.1,10.6,-0.013744231221027525,Tellers,339340.0,40940.0,19.68,39340.0,18.91,31270.0,36420.0,45550.0,48270.0,2024
43-3099,"      Financial clerks, all other",38.9,39.4,1.4,4.0,1.5,2.4,10.2,0.0012779724797102876,"Financial Clerks, All Other",37030.0,55330.0,26.6,52150.0,25.07,38770.0,46350.0,61190.0,75860.0,2024
43-4000,    Information and record clerks,5511.6,5304.2,-3.8,653.0,300.2,373.5,12.5,-0.0038282537385346815,Information and Record Clerks,5311310.0,44580.0,21.44,41600.0,20.0,29990.0,35450.0,49850.0,62190.0,2024
43-4011,      Brokerage clerks,40.8,36.9,-9.5,4.1,2.2,2.3,11.7,-0.009996750005698773,Brokerage Clerks,40090.0,67680.0,32.54,62940.0,30.26,47730.0,53880.0,77400.0,91650.0,2024
43-4021,      Correspondence clerks,6.9,6.5,-5.6,0.7,0.3,0.4,11.6,-0.005954126979246022,Correspondence Clerks,6260.0,46610.0,22.41,46740.0,22.47,33530.0,38510.0,52480.0,62200.0,2024
43-4031,"      Court, municipal, and license clerks",180.4,185.9,3.0,18.5,8.5,9.5,9.8,0.0030077429191659455,"Court, Municipal, and License Clerks",170010.0,51200.0,24.61,47700.0,22.93,34860.0,39730.0,59590.0,72370.0,2024
43-4041,"      Credit authorizers, checkers, and clerks",12.0,11.3,-6.2,1.0,0.5,0.6,8.8,-0.0059923661316053645,"Credit Authorizers, Checkers, and Clerks",11960.0,51270.0,24.65,49130.0,23.62,34590.0,40850.0,59530.0,71730.0,2024
43-4051,      Customer service representatives,2814.0,2660.3,-5.5,341.7,154.2,202.9,13.0,-0.005601061267538676,Customer Service Representatives,2725930.0,45380.0,21.82,42830.0,20.59,30690.0,35970.0,50140.0,62730.0,2024
43-4061,"      Eligibility interviewers, government programs",166.8,168.5,1.0,14.0,6.3,7.5,8.3,0.0010145402849504048,"Eligibility Interviewers, Government Programs",156260.0,53970.0,25.95,51500.0,24.76,37690.0,43850.0,61680.0,72280.0,2024
43-4071,      File clerks,84.3,70.9,-15.9,7.3,4.3,4.4,11.1,-0.017162166200890838,File Clerks,78980.0,43700.0,21.01,41270.0,19.84,29620.0,35120.0,50020.0,61080.0,2024
43-4081,"      Hotel, motel, and resort desk clerks",264.2,274.0,3.7,43.6,17.5,25.1,15.8,0.0036488121961693043,"Hotel, Motel, and Resort Desk Clerks",261430.0,34740.0,16.7,34270.0,16.48,26600.0,29210.0,37430.0,44720.0,2024
43-4111,"      Interviewers, except eligibility and loan",164.3,145.1,-11.6,15.8,8.4,9.3,11.5,-0.012350189142048773,"Interviewers, Except Eligibility and Loan",157310.0,45400.0,21.83,43830.0,21.07,31980.0,37380.0,50440.0,60960.0,2024
43-4121,"      Library assistants, clerical",84.5,78.9,-6.7,12.8,7.2,6.2,16.4,-0.006833574859436697,"Library Assistants, Clerical",80070.0,37910.0,18.22,36010.0,17.31,25090.0,30190.0,44200.0,52790.0,2024
43-4131,      Loan interviewers and clerks,177.6,173.5,-2.3,13.3,5.6,8.2,7.8,-0.0023328976717269523,Loan Interviewers and Clerks,173100.0,51050.0,24.54,48950.0,23.53,36360.0,42720.0,59520.0,65910.0,2024
43-4141,      New accounts clerks,38.9,33.8,-13.2,2.3,1.1,1.8,7.8,-0.013955057523743042,New Accounts Clerks,38030.0,47610.0,22.89,46610.0,22.41,36980.0,40050.0,51510.0,60110.0,2024
43-4151,      Order clerks,89.5,74.1,-17.2,8.0,4.2,5.4,11.6,-0.018705155273668894,Order Clerks,83420.0,46270.0,22.24,44660.0,21.47,33530.0,38110.0,51890.0,61680.0,2024
43-4161,"      Human resources assistants, except payroll and timekeeping",95.2,88.4,-7.1,9.0,4.0,5.7,10.5,-0.007383404965592311,"Human Resources Assistants, Except Payroll and Timekeeping",92580.0,50950.0,24.5,49440.0,23.77,36090.0,42360.0,58560.0,67140.0,2024
43-4171,      Receptionists and information clerks,1007.2,1007.6,0.0,128.5,61.1,67.3,12.8,3.970696313237987e-05,Receptionists and Information Clerks,964530.0,38480.0,18.5,37230.0,17.9,28280.0,32660.0,44070.0,48870.0,2024
43-4181,      Reservation and transportation ticket agents and travel clerks,131.9,135.6,2.8,14.4,6.0,8.0,10.5,0.002770361958263967,Reservation and Transportation Ticket Agents and Travel Clerks,127440.0,47720.0,22.94,41460.0,19.94,34550.0,37200.0,54930.0,75050.0,2024
43-4199,"      Information and record clerks, all other",153.3,153.0,-0.2,17.8,8.9,9.0,11.7,-0.00019586726403564292,"Information and Record Clerks, All Other",143910.0,50200.0,24.14,48360.0,23.25,34170.0,39610.0,58680.0,68850.0,2024
43-5000,"    Material recording, scheduling, dispatching, and distributing workers",2492.6,2422.1,-2.8,210.5,93.0,124.5,8.9,-0.0028650289426029873,"Material Recording, Scheduling, Dispatching, and Distributing Workers",2319860.0,52440.0,25.21,48090.0,23.12,35350.0,40210.0,61520.0,75300.0,2024
43-5011,      Cargo and freight agents,100.6,109.2,8.5,8.8,2.8,5.1,7.6,0.008236616369798666,Cargo and Freight Agents,97800.0,55420.0,26.64,49900.0,23.99,37240.0,43490.0,62230.0,76350.0,2024
43-5021,      Couriers and messengers,247.2,267.6,8.2,27.9,12.1,13.8,10.1,0.007961082494115201,Couriers and Messengers,71920.0,40060.0,19.26,38340.0,18.43,29880.0,35130.0,44630.0,50590.0,2024
43-5030,      Dispatchers,323.9,325.5,0.5,29.2,12.2,16.8,8.9,0.0004928849750349684,Dispatchers,312140.0,53680.0,25.81,49500.0,23.8,34890.0,40680.0,62120.0,77130.0,2024
43-5031,        Public safety telecommunicators,105.2,108.9,3.5,10.7,4.6,5.7,9.7,0.003462654147198485,Public Safety Telecommunicators,101140.0,54800.0,26.35,50730.0,24.39,35640.0,42140.0,62840.0,78110.0,2024
43-5032,"        Dispatchers, except police, fire, and ambulance",218.7,216.7,-0.9,18.5,7.6,11.1,8.6,-0.0009182800366405175,"Dispatchers, Except Police, Fire, and Ambulance",211000.0,53150.0,25.55,48880.0,23.5,34600.0,40240.0,61520.0,76130.0,2024
43-5041,"      Meter readers, utilities",20.1,17.7,-12.0,1.3,0.7,0.8,8.1,-0.012635016918891129,"Meter Readers, Utilities",19620.0,55810.0,26.83,49180.0,23.64,33980.0,39620.0,68030.0,86480.0,2024
43-5050,      Postal service workers,500.0,477.1,-4.6,34.5,19.0,17.8,7.5,-0.0046772261407074245,Postal Service Workers,526030.0,59720.0,28.71,57870.0,27.82,42390.0,46030.0,74050.0,75300.0,2024
43-5051,        Postal service clerks,74.2,71.6,-3.5,6.1,3.7,2.7,8.8,-0.0035605537624729955,Postal Service Clerks,78060.0,61070.0,29.36,61630.0,29.63,42600.0,55410.0,74050.0,74050.0,2024
43-5052,        Postal service mail carriers,319.4,308.1,-3.5,20.6,10.7,11.1,6.9,-0.003595503658846866,Postal Service Mail Carriers,336040.0,59880.0,28.79,57490.0,27.64,42390.0,46030.0,75300.0,76880.0,2024
43-5053,"        Postal service mail sorters, processors, and processing machine operators",106.4,97.5,-8.4,7.8,4.6,4.1,8.5,-0.008697277834011752,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",111930.0,58310.0,28.04,56530.0,27.18,42600.0,47380.0,72970.0,74050.0,2024
43-5061,"      Production, planning, and expediting clerks",388.8,381.7,-1.8,34.1,12.9,22.0,9.0,-0.0018413139810904422,"Production, Planning, and Expediting Clerks",385000.0,60420.0,29.05,57770.0,27.78,38570.0,46600.0,71480.0,84810.0,2024
43-5071,"      Shipping, receiving, and inventory clerks",862.2,795.8,-7.7,69.3,30.8,45.1,9.2,-0.007981910451944962,"Shipping, Receiving, and Inventory Clerks",857630.0,44890.0,21.58,43190.0,20.77,32900.0,37040.0,49390.0,60300.0,2024
43-5111,"      Weighers, measurers, checkers, and samplers, recordkeeping",49.8,47.4,-4.8,5.3,2.4,3.1,11.3,-0.004927097370246325,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",49720.0,46660.0,22.43,45650.0,21.95,34580.0,38650.0,53060.0,60120.0,2024
43-6000,    Secretaries and administrative assistants,3453.1,3440.8,-0.4,358.3,184.4,175.1,10.4,-0.0003567739235900147,Secretaries and Administrative Assistants,3195900.0,52070.0,25.03,47460.0,22.82,33840.0,38790.0,59990.0,76550.0,2024
43-6011,      Executive secretaries and executive administrative assistants,502.8,494.9,-1.6,50.0,22.8,28.0,10.2,-0.001582422123540539,Executive Secretaries and Executive Administrative Assistants,472770.0,77060.0,37.05,74260.0,35.7,48300.0,60000.0,90440.0,107710.0,2024
43-6012,      Legal secretaries and administrative assistants,156.3,147.3,-5.8,19.6,12.6,7.9,13.5,-0.005913040152290994,Legal Secretaries and Administrative Assistants,154540.0,60320.0,29.0,54140.0,26.03,35530.0,42720.0,72090.0,87660.0,2024
43-6013,      Medical secretaries and administrative assistants,850.0,885.3,4.2,85.9,39.7,42.7,9.5,0.004077311823601271,Medical Secretaries and Administrative Assistants,830760.0,45580.0,21.91,44640.0,21.46,35050.0,37880.0,49720.0,60050.0,2024
43-6014,"      Secretaries and administrative assistants, except legal, medical, and executive",1944.0,1913.2,-1.6,202.8,109.3,96.6,10.7,-0.0015957727199740201,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",1737820.0,47640.0,22.9,46290.0,22.26,31600.0,37770.0,55650.0,64150.0,2024
43-9000,    Other office and administrative support workers,3433.7,3167.9,-7.7,348.7,183.4,191.8,11.4,-0.008024578698897056,Other Office and Administrative Support Workers,3209350.0,45950.0,22.09,44030.0,21.17,29710.0,35750.0,53090.0,64270.0,2024
43-9020,      Data entry and information processing workers,181.7,130.5,-28.2,11.8,7.8,9.1,10.8,-0.0325566172035433,Data Entry and Information Processing Workers,171310.0,43680.0,21.0,41480.0,19.94,31200.0,35760.0,49300.0,59220.0,2024
43-9021,        Data entry keyers,141.6,104.9,-25.9,9.5,5.8,7.4,10.7,-0.029554336980207374,Data Entry Keyers,135280.0,42070.0,20.22,39850.0,19.16,30100.0,34900.0,47260.0,56930.0,2024
43-9022,        Word processors and typists,40.0,25.6,-36.1,2.2,2.0,1.7,11.2,-0.043647500209963,Word Processors and Typists,36030.0,49730.0,23.91,47850.0,23.01,35300.0,39740.0,56000.0,64370.0,2024
43-9031,      Desktop publishers,5.0,4.4,-12.4,0.4,0.2,0.3,10.3,-0.012701977348889781,Desktop Publishers,4000.0,60250.0,28.97,53620.0,25.78,34650.0,42680.0,71990.0,92880.0,2024
43-9041,      Insurance claims and policy processing clerks,256.7,247.2,-3.7,20.3,9.5,11.8,8.4,-0.0037639348016192953,Insurance Claims and Policy Processing Clerks,229070.0,51980.0,24.99,48450.0,23.29,36900.0,41600.0,59500.0,73100.0,2024
43-9051,"      Mail clerks and mail machine operators, except postal service",67.4,62.9,-6.6,6.9,3.8,3.6,11.3,-0.006886067055221878,"Mail Clerks and Mail Machine Operators, Except Postal Service",62730.0,40200.0,19.33,38150.0,18.34,29460.0,34440.0,44940.0,52150.0,2024
43-9061,"      Office clerks, general",2646.0,2468.2,-6.7,282.4,149.7,150.5,11.7,-0.0069318556471301696,"Office Clerks, General",2510550.0,45470.0,21.86,43630.0,20.97,29120.0,35350.0,52560.0,63840.0,2024
43-9071,"      Office machine operators, except computer",25.5,21.6,-15.2,2.8,1.5,1.8,13.7,-0.016461517443738805,"Office Machine Operators, Except Computer",24740.0,41620.0,20.01,39020.0,18.76,29850.0,34420.0,46680.0,56340.0,2024
43-9081,      Proofreaders and copy markers,12.0,11.9,-0.6,1.9,1.0,0.8,15.8,-0.0008364749266865923,Proofreaders and Copy Markers,5160.0,52730.0,25.35,49210.0,23.66,33530.0,38590.0,62380.0,78040.0,2024
43-9111,      Statistical assistants,6.5,6.3,-2.5,0.8,0.3,0.5,12.4,-0.003120375826565658,Statistical Assistants,5900.0,55470.0,26.67,51440.0,24.73,38050.0,45970.0,63620.0,79410.0,2024
43-9199,"      Office and administrative support workers, all other",232.9,214.8,-7.8,21.3,9.7,13.5,10.3,-0.008057543981396464,"Office and Administrative Support Workers, All Other",195890.0,48700.0,23.42,46040.0,22.14,30480.0,35390.0,57500.0,71840.0,2024
45-0000,"  Farming, fishing, and forestry occupations",1008.5,983.3,-2.5,142.8,65.7,79.6,14.6,-0.002527310520466508,"Farming, Fishing, and Forestry Occupations",442050.0,41730.0,20.06,36750.0,17.67,31470.0,34590.0,45450.0,58950.0,2024
45-1000,"    Supervisors of farming, fishing, and forestry workers",65.4,67.0,2.5,8.5,3.4,4.9,12.6,0.002419959479353917,"Supervisors of Farming, Fishing, and Forestry Workers",29530.0,63360.0,30.46,59330.0,28.53,39610.0,47660.0,76640.0,90840.0,2024
45-1011,"      First-line supervisors of farming, fishing, and forestry workers",65.4,67.0,2.5,8.5,3.4,4.9,12.6,0.002419959479353917,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",29530.0,63360.0,30.46,59330.0,28.53,39610.0,47660.0,76640.0,90840.0,2024
45-2000,    Agricultural workers,866.2,841.8,-2.8,123.5,57.2,68.7,14.7,-0.002853258941628356,Agricultural Workers,373730.0,39060.0,18.78,36020.0,17.32,30880.0,34260.0,41660.0,49850.0,2024
45-2011,      Agricultural inspectors,14.7,14.9,1.5,2.2,0.8,1.4,15.0,0.0013522854311538435,Agricultural Inspectors,12090.0,55650.0,26.75,50990.0,24.51,37440.0,42740.0,64960.0,80240.0,2024
45-2021,      Animal breeders,7.9,8.1,2.4,1.2,0.5,0.6,14.8,0.0025032581523039,Animal Breeders,1730.0,56150.0,27.0,52000.0,25.0,37130.0,43310.0,59630.0,89970.0,2024
